quarantine_path	sha256	name_matches	same_hash_matches	recommended_action	canonical_target	confidence	notes
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/WORKFLOW_SNAPSHOT_STATE.md	611dfbde523333b3264b53fc5478850b449b8e8305b3331469aa379df316b3ba	7	0	REVIEW_MERGE_REQUIRED	gov/WORKFLOW_SNAPSHOT_STATE.md	medium	Name match exists but content differs; merge/reconcile required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/CODEX_README.md	eefa41f53afe3990cbf6d32f1223ad6323d62465c22bd850085004dfe7ac2f3a	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/CODEX_README.md	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/LAM_DEV_MAP_HEALED.md	c77a2f3cce658da667c853aa69ef84fe294050deac9a944c6e23b324b0daf800	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/LAM_DEV_MAP_HEALED.md	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/codex_cli.py	147e5fd453834b3f81b00f287792006ab2b5bf9ff820e413b33d561c49b5bf6a	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/codex_cli.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/codex_gate.py	a22cbeebe821f442a2d8aa4954dfe095e01504de84c2893e86f9d46e1695a3c5	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/codex_gate.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/core_healed.py	c0fc6eb9038b578e1d84b909acbe4367b682afc9a7fd4c8746edeef5385db3bf	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/core_healed.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/kingdom_vocabulary.py	5c8cdea746db5287ee1b5dd551cf42593a588b2701644e13baba94df5ac8e146	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/kingdom_vocabulary.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/read_docx.py	801738d80ec65bd9213d3d0995243ca6c14aa3296bd214d85c1a793a74c34d69	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/read_docx.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/requirements-dev-healed.txt	fe92b7126bfb14a2815bb9bf2c1ae64099cc56636a59aeed7298ae96c4169431	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/requirements-dev-healed.txt	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/segmenter_chronicler.py	fd47a59484a98c5042576abd046c4b7cd94c8fb0ae25efff40e2e8c3ce66aa9b	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/segmenter_chronicler.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/spread_the_word.sh	fe1715b8c32224cc96c667a9c76760bf49ec66a64d0509eb146150b2206f2e06	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/spread_the_word.sh	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/healing_tools/tests/test_sacred_integrity.py	c68c1c51176f7c83f27a4c8b82aa90047184478ad796ef38cfcf11053b234e04	0	0	REVIEW_RESTORE_REQUIRED	devkit/healing_tools/tests/test_sacred_integrity.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/AGENTS_HEAL_PHASE80.patch	fb80a08108199b198b444bc9f8fec4a90b4428b215c96956cf8c58a1fd46fae2	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/AGENTS_HEAL_PHASE80.patch	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/ARCHIVATOR_HEAL_PHASE80.patch	45cec75491893f053c91e7fe33e5f8f1c62d53c4e6985b369c441f962f49685b	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/ARCHIVATOR_HEAL_PHASE80.patch	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/LAM_HEAL_PHASE80_FAISS_LOG.patch	68abba48f3c4f06532ed300ada9d432d936d855dae641596e2054b25d781aa5c	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/LAM_HEAL_PHASE80_FAISS_LOG.patch	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/LAM_MAP_DAWN_SYNC.patch	308ea5e5be4c0b2b54665c24b97c6132c3f553208a61c34e4162476911152f19	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/LAM_MAP_DAWN_SYNC.patch	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/SEGMENTER_CHRONICLER_PHASE80.patch	abc6cf697ebbca2e718ba241a003b16b87793db733711e68d0016cd009519829	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/SEGMENTER_CHRONICLER_PHASE80.patch	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/SEGMENTER_HEAL_PHASE80.patch	51627134dcd882b439f507f944ecba030c43d615ee721336e678c92d25929cbd	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/SEGMENTER_HEAL_PHASE80.patch	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/TEST_AGENT_HEAL_INTEGRITY.py	4fe59d128811eb5d7a00faa920f1941488c51bf2c82f58916cee07ef4108c838	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/TEST_AGENT_HEAL_INTEGRITY.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/lam_logging_unified.py	27dcc87773bf6723e2548e24f46f23ff3a98696cb2536b252d0202098ece9587	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/lam_logging_unified.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/logging_utils_unified.py	dbbe83ad1c00ec359b91f7d44a42431c545799832a14a18963f0610a10407949	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/logging_utils_unified.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/memory_core_healed.py	ff32a1ad78169bc688f0c994476eeed2328e1b5618d50d5b1b22f42e70e8cb2b	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/memory_core_healed.py	medium	No direct match found; semantic placement review required.
Archive/Quarantine/LRPT_NON_DEVKIT_20260303T090515Z/patches/time_sense_harmonized.py	bcd30a93e5282944bf27975cd12b05d09f86bfc8bd087aa821c4ce2066e09ade	0	0	REVIEW_RESTORE_REQUIRED	devkit/patches/time_sense_harmonized.py	medium	No direct match found; semantic placement review required.
